Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Spend,ROI,Location,Language,Clicks,Impressions,Customer_Segment,Date,Company
232379,Men 18-24,Brand Awareness,60 Days,Twitter,"0,1","11864,47","0,63",Las Vegas,English,31409,94554,Fashion,2022-07-23 00:00:00,Glam Garments
590283,Men 18-24,Market Expansion,60 Days,Pinterest,"0,08","13202,31","0,166234955",Los Angeles,French,20484,67682,Food,2022-04-29 00:00:00,Gastronomy Guild
187160,Women 25-34,Brand Awareness,45 Days,Pinterest,"0,12","10106,18","1,238718537",Las Vegas,Spanish,15647,51931,Food,2022-07-10 00:00:00,Gastronomy Guild
871197,Men 35-44,Market Expansion,45 Days,Pinterest,"0,01","8513,72","0,366431891",Los Angeles,Spanish,13112,43678,Food,2022-09-16 00:00:00,Gourmet Grove
621060,Women 25-34,Increase Sales,15 Days,Twitter,"0,09","3386,02","7,5",Las Vegas,French,8388,26365,Food,2022-05-15 00:00:00,Dine Divine
621373,Women 35-44,Brand Awareness,60 Days,Pinterest,"0,03","12939,37","0,761463343",Miami,Spanish,20101,66435,Fashion,2022-04-09 00:00:00,Trend Tailors
389992,Men 35-44,Increase Sales,60 Days,Twitter,"0,07","13505,12","7,07",Miami,Spanish,35589,106934,Fashion,2022-03-15 00:00:00,Silk & Style
528932,Men 35-44,Product Launch,15 Days,Pinterest,"0,1","3914,77","0,287783095",Miami,English,5759,19736,Food,2022-06-13 00:00:00,Savor Street
136388,Men 25-34,Brand Awareness,45 Days,Facebook,"0,04","10102,86","7,97",Las Vegas,Spanish,26633,80406,Fashion,2022-06-07 00:00:00,Runway Rebels
249203,Women 35-44,Market Expansion,30 Days,Instagram,"0,11","5549,52","4,12",New York,French,14266,43778,Fashion,2022-01-31 00:00:00,Chic Couture
267410,Men 35-44,Market Expansion,30 Days,Pinterest,"0,02","7679,5","1,397803602",New York,English,11764,39289,Fashion,2022-07-28 00:00:00,Glam Garments
850378,Women 18-24,Brand Awareness,60 Days,Instagram,"0,14","12930,72","3,3",Miami,French,34202,102826,Food,2022-02-01 00:00:00,Bistro Bliss
146335,Men 35-44,Market Expansion,45 Days,Pinterest,"0,1","9710,37","0,091161104",Las Vegas,Spanish,15015,49874,Fashion,2022-04-27 00:00:00,Mode Maven
472784,Men 18-24,Product Launch,45 Days,Facebook,"0,05","9080,11","3,38",Los Angeles,English,23836,72124,Food,2022-01-11 00:00:00,Culinary Quest
197796,Men 25-34,Brand Awareness,15 Days,Pinterest,"0,09","2464,11","0,207346826",Miami,French,3536,12497,Food,2022-10-30 00:00:00,Culinary Quest
786399,Women 18-24,Product Launch,60 Days,Instagram,"0,09","13985,72","3,37",Los Angeles,Spanish,36637,110040,Fashion,2022-03-03 00:00:00,Chic Couture
331541,Women 18-24,Increase Sales,15 Days,Facebook,"0,08","570,95","1,07",Austin,Spanish,2185,7993,Fashion,2022-03-24 00:00:00,Glam Garments
492608,Women 18-24,Product Launch,45 Days,Pinterest,"0,11","9664,87","0,044686816",New York,English,14941,49632,Fashion,2022-08-30 00:00:00,Mode Maven
399378,Women 25-34,Increase Sales,30 Days,Instagram,"0,03","4161,52","6,3",Los Angeles,English,10487,32582,Food,2022-10-27 00:00:00,Dine Divine
869890,Men 25-34,Brand Awareness,60 Days,Facebook,"0,06",15000,"5,92",Austin,Spanish,38579,115793,Fashion,2022-05-12 00:00:00,Vogue Visions
269686,Men 18-24,Brand Awareness,15 Days,Twitter,"0,09","2270,73","4,1",Las Vegas,French,5556,17976,Food,2022-07-20 00:00:00,Bistro Bliss
204315,Men 18-24,Product Launch,45 Days,Instagram,"0,13","10762,06","6,57",New York,Spanish,28428,85723,Fashion,2022-07-22 00:00:00,Attire Artistry
336633,Men 18-24,Product Launch,30 Days,Twitter,"0,06","5501,85","4,11",Austin,French,14136,43392,Fashion,2022-06-16 00:00:00,Chic Couture
885591,Men 25-34,Product Launch,15 Days,Twitter,"0,1","4057,51","4,96",Las Vegas,French,10196,31720,Fashion,2022-07-28 00:00:00,Style Sphere
540004,Women 35-44,Market Expansion,45 Days,Pinterest,"0,08","10626,73","0,829387303",Las Vegas,Spanish,16479,54641,Food,2022-12-31 00:00:00,Culinary Quest
182331,Men 18-24,Product Launch,60 Days,Instagram,"0,06","11587,84","7,44",Miami,French,30682,92401,Fashion,2022-02-20 00:00:00,Chic Couture
322379,Women 18-24,Product Launch,45 Days,Facebook,"0,11","10476,3","0,39",Miami,French,27653,83428,Food,2022-11-01 00:00:00,Dine Divine
171993,Men 35-44,Product Launch,15 Days,Instagram,"0,09",500,"3,25",Las Vegas,English,933,4285,Food,2022-08-30 00:00:00,Feast Flavors
279477,Men 25-34,Increase Sales,45 Days,Facebook,"0,06","8546,79","6,93",New York,French,22416,67916,Fashion,2022-04-23 00:00:00,Vogue Visions
824091,Men 18-24,Brand Awareness,30 Days,Twitter,"0,06","4392,16","0,98",Los Angeles,English,11114,34440,Food,2022-08-28 00:00:00,Culinary Quest
789994,Men 18-24,Market Expansion,15 Days,Twitter,"0,04",500,"5,49",Austin,Spanish,783,3838,Food,2022-11-11 00:00:00,Culinary Quest
501410,Women 25-34,Increase Sales,30 Days,Pinterest,"0,04","4978,02","1,421040746",Miami,English,7464,25286,Fashion,2022-07-29 00:00:00,Glam Garments
313436,Men 25-34,Product Launch,45 Days,Twitter,"0,11","9796,08","5,16",Miami,English,25807,77960,Fashion,2022-08-15 00:00:00,Style Sphere
422929,Men 35-44,Brand Awareness,45 Days,Facebook,"0,07","11273,16","6,06",Miami,Spanish,29824,89859,Food,2022-04-07 00:00:00,Nosh Nirvana
658100,Men 35-44,Brand Awareness,45 Days,Pinterest,"0,04","9886,08","1,36920404",New York,French,15298,50794,Fashion,2022-12-02 00:00:00,Attire Artistry
270375,Men 35-44,Product Launch,30 Days,Twitter,"0,09","6191,32","7,24",Austin,Spanish,16012,48949,Fashion,2022-07-11 00:00:00,Chic Couture
158532,Men 25-34,Increase Sales,45 Days,Twitter,"0,04","8081,45","6,3",Los Angeles,Spanish,21137,64129,Food,2022-04-28 00:00:00,Gourmet Grove
988531,Women 18-24,Market Expansion,30 Days,Pinterest,"0,07","7579,22","0,773975652",Las Vegas,English,11606,38771,Food,2022-07-25 00:00:00,Feast Flavors
570690,Men 35-44,Product Launch,45 Days,Instagram,"0,06","9136,39","5,39",Las Vegas,French,23993,72589,Fashion,2022-02-13 00:00:00,Runway Rebels
557562,Men 18-24,Market Expansion,60 Days,Facebook,"0,04","14320,4","5,33",Las Vegas,English,37306,112022,Fashion,2022-10-17 00:00:00,Runway Rebels
345071,Women 25-34,Market Expansion,30 Days,Instagram,"0,02","7547,98","0,92",Austin,Spanish,19675,59797,Food,2022-10-19 00:00:00,Gastronomy Guild
869176,Men 25-34,Market Expansion,30 Days,Twitter,"0,08","7448,64","5,01",New York,French,19399,58981,Fashion,2022-12-23 00:00:00,Glam Garments
927549,Women 18-24,Increase Sales,60 Days,Instagram,"0,1","12676,37","0,67",Las Vegas,Spanish,33547,100887,Food,2022-08-05 00:00:00,Feast Flavors
498944,Women 18-24,Product Launch,45 Days,Facebook,"0,06","9366,64","4,04",Las Vegas,French,24606,74403,Food,2022-01-05 00:00:00,Culinary Quest
280760,Men 18-24,Market Expansion,15 Days,Pinterest,"0,12","3885,74","0,117973194",Las Vegas,English,5711,19579,Fashion,2022-03-31 00:00:00,Fiber Fashion
733653,Men 18-24,Product Launch,45 Days,Pinterest,"0,05","10458,58","1,238718537",Las Vegas,French,16210,53765,Food,2022-02-05 00:00:00,Savor Street
132714,Men 25-34,Market Expansion,30 Days,Facebook,"0,08","4967,21","3,96",Las Vegas,English,12680,39078,Food,2022-11-25 00:00:00,Savor Street
486189,Men 25-34,Increase Sales,45 Days,Twitter,"0,05","9799,73","7,08",Austin,English,25816,77987,Fashion,2022-01-29 00:00:00,Runway Rebels
461628,Men 18-24,Market Expansion,15 Days,Pinterest,"0,06","3521,03","1,142195015",Austin,Spanish,5131,17690,Food,2022-07-10 00:00:00,Culinary Quest
308972,Men 18-24,Increase Sales,15 Days,Instagram,"0,11","1903,55","5,5",Miami,French,4677,15372,Fashion,2022-12-17 00:00:00,Style Sphere
321675,Women 25-34,Increase Sales,45 Days,Instagram,"0,03","9125,28","7,67",New York,English,23961,72492,Fashion,2022-05-19 00:00:00,Chic Couture
831710,Women 35-44,Product Launch,60 Days,Instagram,"0,12","12466,84","2,3",New York,French,32998,99262,Fashion,2022-03-01 00:00:00,Mode Maven
309309,Women 25-34,Brand Awareness,15 Days,Facebook,"0,15",500,"0,95",Los Angeles,Spanish,1257,5243,Food,2022-03-31 00:00:00,Gastronomy Guild
740992,Women 18-24,Brand Awareness,15 Days,Twitter,"0,08","3564,4","5,4",Los Angeles,English,8860,27763,Fashion,2022-09-24 00:00:00,Fiber Fashion
542856,Men 25-34,Market Expansion,30 Days,Instagram,"0,08","5677,96","1,75",Las Vegas,English,14621,44829,Fashion,2022-09-05 00:00:00,Silk & Style
355209,Women 25-34,Market Expansion,30 Days,Instagram,"0,06","7106,59","4,3",Miami,Spanish,18485,56273,Fashion,2022-03-30 00:00:00,Vogue Visions
944489,Men 35-44,Product Launch,15 Days,Twitter,"0,13","1120,05","2,5",Miami,Spanish,3082,10648,Fashion,2022-03-09 00:00:00,Style Sphere
160146,Women 35-44,Market Expansion,30 Days,Pinterest,"0,07","6929,27","0,861561811",Austin,French,10576,35418,Food,2022-02-10 00:00:00,Feast Flavors
254284,Women 18-24,Product Launch,15 Days,Instagram,"0,03","3595,97","1,07",New York,French,8948,28023,Food,2022-11-18 00:00:00,Bistro Bliss
894599,Men 35-44,Product Launch,30 Days,Instagram,"0,13","6303,03","7,05",Los Angeles,Spanish,16318,49854,Food,2022-03-15 00:00:00,Palate Paradise
496465,Men 35-44,Increase Sales,15 Days,Pinterest,"0,08","1522,46","0,954510388",New York,Spanish,2264,8353,Food,2022-07-08 00:00:00,Savor Street
269729,Women 25-34,Increase Sales,45 Days,Facebook,"0,08","8433,76","0,11",Los Angeles,English,22106,66999,Food,2022-06-17 00:00:00,Epicurean Edge
195696,Women 35-44,Brand Awareness,60 Days,Twitter,"0,14","12351,03","3,8",Miami,Spanish,32698,98372,Food,2022-01-07 00:00:00,Savor Street
438313,Men 18-24,Increase Sales,30 Days,Instagram,"0,03","4402,5","7,15",Miami,French,11143,34526,Food,2022-04-08 00:00:00,Culinary Quest
173067,Women 25-34,Product Launch,45 Days,Instagram,"0,15","9122,74","6,15",Los Angeles,Spanish,23953,72469,Fashion,2022-03-27 00:00:00,Fiber Fashion
372195,Women 25-34,Product Launch,30 Days,Pinterest,"0,06","5507,79","0,732863781",Miami,Spanish,8312,28047,Food,2022-05-07 00:00:00,Feast Flavors
544474,Men 35-44,Product Launch,60 Days,Facebook,"0,08","13963,58","3,28",Miami,Spanish,36591,109904,Food,2022-01-27 00:00:00,Palate Paradise
990062,Women 18-24,Product Launch,45 Days,Facebook,"0,13","9914,49","1,53",Los Angeles,French,26120,78887,Food,2022-02-05 00:00:00,Gourmet Grove
759574,Women 35-44,Brand Awareness,45 Days,Twitter,"0,14","8056,2","4,71",Los Angeles,French,21070,63929,Food,2022-05-05 00:00:00,Epicurean Edge
793516,Men 25-34,Market Expansion,60 Days,Pinterest,"0,04",15000,"0,139422866",Las Vegas,French,22832,75325,Fashion,2022-10-17 00:00:00,Trend Tailors
403571,Women 18-24,Product Launch,60 Days,Pinterest,"0,12","11473,62",0,Las Vegas,English,17837,59062,Food,2022-10-02 00:00:00,Gourmet Grove
178597,Women 25-34,Product Launch,15 Days,Pinterest,"0,04","3873,12","0,46116794",Austin,English,5692,19517,Fashion,2022-09-09 00:00:00,Runway Rebels
191050,Men 18-24,Increase Sales,60 Days,Pinterest,"0,05",15000,"1,033159184",Las Vegas,English,23332,76956,Fashion,2022-01-23 00:00:00,Fiber Fashion
442211,Men 18-24,Product Launch,15 Days,Facebook,"0,13","2094,52","0,07",Austin,Spanish,5124,16699,Food,2022-11-17 00:00:00,Feast Flavors
507746,Men 35-44,Brand Awareness,15 Days,Facebook,"0,13",500,"4,29",Austin,English,900,4185,Fashion,2022-02-11 00:00:00,Glam Garments
183001,Men 35-44,Increase Sales,60 Days,Instagram,"0,1","14257,35","6,28",Austin,English,37195,111691,Food,2022-07-05 00:00:00,Bistro Bliss
219819,Men 25-34,Brand Awareness,30 Days,Twitter,"0,05","4966,72","5,25",Las Vegas,French,12679,39075,Fashion,2022-05-13 00:00:00,Trend Tailors
700806,Men 25-34,Increase Sales,60 Days,Twitter,"0,07","11965,34","4,45",Miami,Spanish,31679,95355,Fashion,2022-10-02 00:00:00,Glam Garments
997589,Women 35-44,Increase Sales,45 Days,Twitter,"0,06","7883,78","1,69",Miami,Spanish,20591,62512,Food,2022-10-29 00:00:00,Dine Divine
114396,Women 18-24,Market Expansion,45 Days,Twitter,"0,08","9891,53","2,45",New York,English,26061,78715,Food,2022-03-10 00:00:00,Feast Flavors
470725,Men 35-44,Product Launch,15 Days,Facebook,"0,07","2969,81","2,61",Los Angeles,French,7297,23134,Food,2022-04-29 00:00:00,Gastronomy Guild
832516,Women 25-34,Market Expansion,60 Days,Twitter,"0,06","12516,48","3,87",New York,English,33127,99643,Food,2022-03-26 00:00:00,Nosh Nirvana
378680,Women 25-34,Increase Sales,15 Days,Instagram,"0,06","3372,74","0,2",Los Angeles,Spanish,8354,26265,Food,2022-08-21 00:00:00,Epicurean Edge
495013,Women 35-44,Product Launch,45 Days,Pinterest,"0,01","8909,42","1,313792388",Las Vegas,English,13732,45696,Fashion,2022-01-31 00:00:00,Fiber Fashion
442800,Men 25-34,Product Launch,15 Days,Twitter,"0,12","2969,52","6,28",Las Vegas,French,7297,23133,Fashion,2022-08-13 00:00:00,Trend Tailors
546040,Women 25-34,Increase Sales,30 Days,Instagram,"0,06","7465,33","3,29",New York,French,19444,59113,Food,2022-07-18 00:00:00,Gastronomy Guild
556069,Women 18-24,Market Expansion,60 Days,Pinterest,"0,05","12798,53","1,426403164",Austin,French,19892,65752,Fashion,2022-08-07 00:00:00,Vogue Visions
452598,Women 35-44,Market Expansion,45 Days,Pinterest,"0,03","8205,74","0,439718269",Miami,English,12614,42054,Food,2022-03-14 00:00:00,Gourmet Grove
837657,Men 18-24,Increase Sales,15 Days,Twitter,"0,02",500,"1,81",Las Vegas,French,1313,5408,Food,2022-12-18 00:00:00,Gastronomy Guild
741600,Women 25-34,Brand Awareness,45 Days,Facebook,"0,08","8774,64","2,26",Las Vegas,Spanish,23024,69719,Food,2022-05-05 00:00:00,Savor Street
627752,Men 35-44,Market Expansion,60 Days,Instagram,"0,05","13713,16","4,85",Los Angeles,French,36055,108316,Fashion,2022-11-30 00:00:00,Attire Artistry
650277,Men 35-44,Market Expansion,30 Days,Instagram,"0,13","4493,46","7,09",Los Angeles,English,11392,35262,Food,2022-05-12 00:00:00,Gourmet Grove
256009,Men 25-34,Brand Awareness,30 Days,Facebook,"0,05","7284,49","2,02",Austin,English,18963,57689,Fashion,2022-08-18 00:00:00,Attire Artistry
235817,Women 25-34,Brand Awareness,60 Days,Pinterest,"0,09","13202,53","1,13862007",Los Angeles,Spanish,20485,67684,Fashion,2022-07-01 00:00:00,Runway Rebels
288049,Women 25-34,Brand Awareness,30 Days,Facebook,"0,09","7594,97","3,19",Las Vegas,English,19805,60183,Fashion,2022-04-30 00:00:00,Trend Tailors
519365,Men 25-34,Market Expansion,15 Days,Facebook,"0,05","3073,56","2,02",Miami,English,7570,23941,Fashion,2022-06-30 00:00:00,Silk & Style
574905,Women 25-34,Product Launch,45 Days,Instagram,"0,06","8613,96","7,96",Austin,English,22596,68449,Food,2022-03-18 00:00:00,Savor Street
723041,Men 18-24,Market Expansion,15 Days,Instagram,"0,04","3811,77","0,36",Las Vegas,Spanish,9527,29739,Food,2022-02-06 00:00:00,Palate Paradise
663804,Women 25-34,Market Expansion,15 Days,Pinterest,"0,15","3525,13","1,00992204",Austin,French,5139,17716,Food,2022-08-27 00:00:00,Dine Divine
262884,Women 18-24,Product Launch,30 Days,Twitter,"0,01","7065,55","7,25",Austin,Spanish,18375,55947,Food,2022-08-15 00:00:00,Nosh Nirvana
304443,Men 18-24,Market Expansion,60 Days,Instagram,"0,13","14672,08","1,59",Austin,English,37924,113852,Food,2022-10-31 00:00:00,Gastronomy Guild
296413,Women 25-34,Increase Sales,60 Days,Facebook,"0,13","13904,33","6,3",New York,French,36465,109530,Fashion,2022-07-23 00:00:00,Chic Couture
863186,Men 18-24,Increase Sales,45 Days,Twitter,"0,11","10738,09","0,39",Austin,Spanish,28361,85525,Food,2022-03-17 00:00:00,Epicurean Edge
446937,Men 25-34,Market Expansion,15 Days,Instagram,"0,05","2436,73","0,8",Austin,French,5953,19153,Fashion,2022-07-31 00:00:00,Trend Tailors
108109,Men 25-34,Brand Awareness,45 Days,Pinterest,"0,1","10603,55","0,65778993",Las Vegas,Spanish,16442,54518,Fashion,2022-09-02 00:00:00,Mode Maven
629064,Women 18-24,Product Launch,30 Days,Pinterest,"0,04","5272,51","0,058986597",New York,French,7939,26832,Fashion,2022-08-04 00:00:00,Runway Rebels
814353,Men 18-24,Product Launch,15 Days,Twitter,"0,14","3390,69","7,19",Miami,Spanish,8399,26398,Fashion,2022-12-31 00:00:00,Fiber Fashion
725142,Women 35-44,Brand Awareness,15 Days,Facebook,"0,09","1081,41","1,78",Las Vegas,French,3014,10447,Food,2022-08-14 00:00:00,Nosh Nirvana
581134,Men 35-44,Increase Sales,30 Days,Facebook,"0,11",7335,"7,12",New York,English,19097,58085,Food,2022-10-27 00:00:00,Bistro Bliss
196608,Men 35-44,Brand Awareness,15 Days,Twitter,"0,12","1106,99","6,19",Los Angeles,French,3057,10575,Food,2022-06-19 00:00:00,Palate Paradise
608697,Women 25-34,Product Launch,15 Days,Facebook,"0,11",500,"2,54",Austin,Spanish,2002,7449,Fashion,2022-01-19 00:00:00,Trend Tailors
684633,Men 35-44,Increase Sales,60 Days,Facebook,"0,09","14913,22","4,06",New York,French,38289,114932,Food,2022-06-11 00:00:00,Culinary Quest
690394,Men 35-44,Market Expansion,15 Days,Twitter,"0,01","954,21","5,56",Los Angeles,Spanish,2780,9754,Fashion,2022-10-01 00:00:00,Runway Rebels
743851,Women 35-44,Product Launch,45 Days,Instagram,"0,05","11277,13","0,93",Los Angeles,French,29835,89892,Fashion,2022-02-07 00:00:00,Mode Maven
936168,Men 35-44,Increase Sales,45 Days,Twitter,"0,08","9231,21","3,92",Los Angeles,French,24250,73349,Food,2022-12-26 00:00:00,Culinary Quest
643338,Men 35-44,Market Expansion,15 Days,Pinterest,"0,07","3084,06","0,048261761",Las Vegas,English,4461,15509,Food,2022-06-04 00:00:00,Nosh Nirvana
491017,Women 25-34,Increase Sales,60 Days,Facebook,"0,11","13156,58","4,78",Las Vegas,English,34764,104492,Food,2022-12-17 00:00:00,Epicurean Edge
505424,Women 18-24,Brand Awareness,60 Days,Twitter,"0,1","12991,01","4,53",Las Vegas,English,34356,103282,Fashion,2022-08-23 00:00:00,Attire Artistry
390013,Men 25-34,Brand Awareness,30 Days,Facebook,"0,11","4743,83","0,81",Austin,French,12073,37280,Fashion,2022-06-03 00:00:00,Vogue Visions
208860,Women 18-24,Increase Sales,45 Days,Facebook,"0,07","9277,78","0,83",Miami,French,24375,73720,Food,2022-05-03 00:00:00,Bistro Bliss
509819,Men 25-34,Market Expansion,60 Days,Facebook,"0,03","11722,51","5,76",New York,English,31038,93455,Fashion,2022-09-03 00:00:00,Trend Tailors
174036,Men 25-34,Product Launch,45 Days,Pinterest,"0,02","10975,42","0,822237413",Los Angeles,French,17034,56447,Fashion,2022-01-26 00:00:00,Style Sphere
642371,Women 25-34,Brand Awareness,60 Days,Instagram,"0,07","11684,52","3,88",Los Angeles,Spanish,30934,93148,Food,2022-02-14 00:00:00,Bistro Bliss
321099,Women 25-34,Market Expansion,15 Days,Instagram,"0,13","2176,29","4,21",Las Vegas,French,5324,17289,Food,2022-12-16 00:00:00,Culinary Quest
296219,Women 25-34,Increase Sales,30 Days,Pinterest,"0,04","6402,21","0,058986597",Miami,French,9742,32702,Fashion,2022-02-27 00:00:00,Trend Tailors
549309,Women 35-44,Product Launch,60 Days,Pinterest,"0,03","14457,77","0,132272975",Miami,English,22061,72815,Fashion,2022-06-23 00:00:00,Vogue Visions
108113,Women 18-24,Market Expansion,30 Days,Facebook,"0,12","6333,55","2,81",Austin,English,16401,50101,Fashion,2022-01-28 00:00:00,Fiber Fashion
318279,Women 35-44,Market Expansion,45 Days,Facebook,"0,1","8376,62","7,02",Miami,French,21948,66530,Fashion,2022-04-11 00:00:00,Fiber Fashion
262195,Women 25-34,Market Expansion,30 Days,Pinterest,"0,09","6807,34","0,630977841",New York,English,10380,34782,Food,2022-11-22 00:00:00,Bistro Bliss
249621,Women 18-24,Increase Sales,15 Days,Instagram,"0,08","1972,39","7,32",Los Angeles,Spanish,4838,15850,Food,2022-05-07 00:00:00,Gastronomy Guild
803922,Men 25-34,Brand Awareness,30 Days,Pinterest,"0,07","6226,19","1,054608856",Las Vegas,English,9458,31781,Fashion,2022-04-13 00:00:00,Trend Tailors
116133,Men 25-34,Product Launch,60 Days,Instagram,"0,15",15000,"0,78",Austin,English,39935,119807,Fashion,2022-06-16 00:00:00,Vogue Visions
